1,May-20,Mar-20,Apr-20,Jan-20,Feb-20,Nov-19,Dec-19,Sep-19,Oct-19,Jul-19,Aug-19,May-19,Jun-19,Mar-19,Apr-19,Jan-19,Feb-19,Nov-18,Dec-18,Sep-18,Oct-18,Jul-18,Aug-18,May-18,Jun-18,Mar-18,Apr-18,Jan-18,Feb-18,Nov-17,Dec-17,Sep-17,Oct-17,Jul-17,Aug-17,May-17,Jun-17,Mar-17,Apr-17,Jan-17,Feb-17,Nov-16,Dec-16,Sep-16,Oct-16,Jul-16,Aug-16,May-16,Jun-16,Mar-16,Apr-16
Casper,4576,1821,5087,1851,1853,1535,1602,1455,1447,1530,1493,1415,1646,1596,1359,1851,1640,1639,1662,1698,1624,1681,1630,1617,1793,1862,1689,2108,1985,1975,1953,1740,1859,1941,1742,2095,2054,2486,2175,3044,2714,2489,2711,2696,2591,2982,2778,3022,3181,3055,3115
