1,May-20,Mar-20,Apr-20,Jan-20,Feb-20,Nov-19,Dec-19,Sep-19,Oct-19,Jul-19,Aug-19,May-19,Jun-19,Mar-19,Apr-19,Jan-19,Feb-19,Nov-18,Dec-18,Sep-18,Oct-18,Jul-18,Aug-18,May-18,Jun-18,Mar-18,Apr-18,Jan-18,Feb-18,Nov-17,Dec-17,Sep-17,Oct-17,Jul-17,Aug-17,May-17,Jun-17,Mar-17,Apr-17,Jan-17,Feb-17,Nov-16,Dec-16,Sep-16,Oct-16,Jul-16,Aug-16,May-16,Jun-16,Mar-16,Apr-16
Rapid City,8139,2642,10420,2910,2811,2590,2768,2229,2281,2096,2354,2266,2331,2497,2272,2548,2635,2301,2335,2041,2107,1961,2155,2261,2249,2726,2627,2937,3046,2661,2795,2337,2357,2248,2561,2248,2290,2406,2243,2576,2536,2076,2259,1892,1873,1814,1983,1988,2092,2196,1995
Sioux Falls,14992,4683,16473,5256,5004,4207,4713,3639,3779,3342,3854,3715,3780,4223,3820,4383,4403,3540,3796,3248,3327,3208,3540,3641,3673,4674,4397,5074,5097,4302,4561,3831,3847,3667,4228,3624,3687,4040,3611,4121,4216,3266,3670,2912,2899,2887,3123,3127,3338,3599,3156
