1,May-20,Mar-20,Apr-20,Jan-20,Feb-20,Nov-19,Dec-19,Sep-19,Oct-19,Jul-19,Aug-19,May-19,Jun-19,Mar-19,Apr-19,Jan-19,Feb-19,Nov-18,Dec-18,Sep-18,Oct-18,Jul-18,Aug-18,May-18,Jun-18,Mar-18,Apr-18,Jan-18,Feb-18,Nov-17,Dec-17,Sep-17,Oct-17,Jul-17,Aug-17,May-17,Jun-17,Mar-17,Apr-17,Jan-17,Feb-17,Nov-16,Dec-16,Sep-16,Oct-16,Jul-16,Aug-16,May-16,Jun-16,Mar-16,Apr-16
Kahului-Wailuku-Lahaina,85182,86267,91266,87694,87021,84328,84688,83510,83856,85157,84564,83999,84780,84674,84650,85788,84479,85123,84669,86290,85286,88778,87810,86612,87893,86429,86536,86209,85630,84702,84488,85379,85185,88427,87552,87093,88365,87326,87153,87257,86334,86730,86718,85681,86186,87376,86751,85574,85822,85977,85580
Urban Honolulu,421124,453211,419548,457022,453705,459785,460930,451198,456513,453284,450474,452593,454065,460707,457290,461984,459695,471612,468609,467985,469163,471241,467966,472396,473568,475394,474605,473077,473164,476076,474060,474556,473051,478638,473437,477227,477704,481886,481261,481786,480250,485257,486672,475385,482042,471513,469913,469456,471817,476352,472381
