1,May-20,Mar-20,Apr-20,Jan-20,Feb-20,Nov-19,Dec-19,Sep-19,Oct-19,Jul-19,Aug-19,May-19,Jun-19,Mar-19,Apr-19,Jan-19,Feb-19,Nov-18,Dec-18,Sep-18,Oct-18,Jul-18,Aug-18,May-18,Jun-18,Mar-18,Apr-18,Jan-18,Feb-18,Nov-17,Dec-17,Sep-17,Oct-17,Jul-17,Aug-17,May-17,Jun-17,Mar-17,Apr-17,Jan-17,Feb-17,Nov-16,Dec-16,Sep-16,Oct-16,Jul-16,Aug-16,May-16,Jun-16,Mar-16,Apr-16
Anchorage,23336,10027,27143,10877,9573,10217,10172,10164,9729,10147,9578,11042,11306,12464,10989,12520,12683,11074,11147,10347,10582,10911,10047,12885,12558,14406,13759,14458,15033,13056,13246,12688,12500,12841,12168,12972,13573,13462,13099,12897,13590,11830,11691,11840,11466,11622,11016,11943,12750,12734,12187
Fairbanks,4397,2176,4809,2543,2156,2352,2339,2206,2182,2209,2060,2487,2430,2893,2591,3006,2995,2511,2637,2230,2324,2358,2068,2940,2768,3198,3169,3401,3380,2952,3063,2707,2726,2732,2589,2846,2904,2875,2827,2970,2979,2640,2624,2598,2478,2450,2289,2587,2618,2822,2705
