state,initial claims,continued claims,week,code
Tennessee,"2,124","15,889",2019-08-31,TN
Tennessee,"2,104","16,248",2019-09-07,TN
Tennessee,"3,295","15,831",2019-09-14,TN
Tennessee,"2,924","16,770",2019-09-21,TN
Tennessee,"2,880","18,120",2019-09-28,TN
Tennessee,"3,186","17,866",2019-10-05,TN
Tennessee,"3,046","18,737",2019-10-12,TN
Tennessee,"2,270","18,643",2019-10-19,TN
Tennessee,"2,161","17,970",2019-10-26,TN
Tennessee,"2,481","15,686",2019-11-02,TN
Tennessee,"2,159","15,384",2019-11-09,TN
Tennessee,"2,161","15,588",2019-11-16,TN
Tennessee,"2,034","15,429",2019-11-23,TN
Tennessee,"3,310","16,809",2019-11-30,TN
Tennessee,"2,476","16,589",2019-12-07,TN
Tennessee,"3,253","17,212",2019-12-14,TN
Tennessee,"4,590","17,634",2019-12-21,TN
Tennessee,"3,084","22,163",2019-12-28,TN
Tennessee,"3,711","22,398",2020-01-04,TN
Tennessee,"3,093","20,441",2020-01-11,TN
Tennessee,"2,484","20,786",2020-01-18,TN
Tennessee,"2,362","21,364",2020-01-25,TN
Tennessee,"2,161","20,670",2020-02-01,TN
Tennessee,"2,140","20,485",2020-02-08,TN
Tennessee,"1,855","20,139",2020-02-15,TN
Tennessee,"2,014","20,413",2020-02-22,TN
Tennessee,"2,032","19,035",2020-02-29,TN
Tennessee,"2,702","18,450",2020-03-07,TN
Tennessee,"38,077","18,350",2020-03-14,TN
Tennessee,"92,500","37,541",2020-03-21,TN
Tennessee,"112,186","116,179",2020-03-28,TN
Tennessee,"71,887","206,472",2020-04-04,TN
Tennessee,"67,226","279,895",2020-04-11,TN
Tennessee,"42,805","341,033",2020-04-18,TN
Tennessee,"36,323","340,249",2020-04-25,TN
Tennessee,"28,377","343,212",2020-05-02,TN
Tennessee,"27,990","332,745",2020-05-09,TN
Tennessee,"25,439","327,768",2020-05-16,TN
Tennessee,"22,255","322,117",2020-05-23,TN
Tennessee,"20,908","310,065",2020-05-30,TN
Tennessee,"19,413","297,873",2020-06-06,TN
Tennessee,"20,506","283,631",2020-06-13,TN
Tennessee,"21,544","279,199",2020-06-20,TN
Tennessee,"24,920","273,815",2020-06-27,TN
Tennessee,"22,060","268,220",2020-07-04,TN
Tennessee,"25,773","260,009",2020-07-11,TN
Tennessee,"20,091","258,469",2020-07-18,TN
Texas,"14,289","186,591",1986-12-27,TX
Texas,"27,361","226,361",1987-01-03,TX
Texas,"24,948","188,571",1987-01-10,TX
Texas,"22,378","195,585",1987-01-17,TX
Texas,"20,918","189,337",1987-01-24,TX
Texas,"22,219","191,438",1987-01-31,TX
Texas,"20,251","181,189",1987-02-07,TX
Texas,"16,532","182,340",1987-02-14,TX
Texas,"21,032","186,456",1987-02-21,TX
Texas,"19,841","182,080",1987-02-28,TX
Texas,"18,433","181,921",1987-03-07,TX
Texas,"18,973","181,709",1987-03-14,TX
Texas,"16,604","171,828",1987-03-21,TX
Texas,"17,786","175,566",1987-03-28,TX
Texas,"17,607","161,418",1987-04-04,TX
Texas,"16,211","166,249",1987-04-11,TX
Texas,"14,790","159,410",1987-04-18,TX
Texas,"18,319","158,641",1987-04-25,TX
Texas,"16,013","148,242",1987-05-02,TX
Texas,"16,881","156,664",1987-05-09,TX
Texas,"16,423","148,403",1987-05-16,TX
Texas,"12,980","146,440",1987-05-23,TX
Texas,"17,079","149,522",1987-05-30,TX
Texas,"16,546","146,765",1987-06-06,TX
Texas,"15,665","144,062",1987-06-13,TX
Texas,"14,460","138,295",1987-06-20,TX
Texas,"17,071","148,764",1987-06-27,TX
Texas,"16,240","140,463",1987-07-04,TX
Texas,"15,035","143,854",1987-07-11,TX
Texas,"14,917","138,907",1987-07-18,TX
Texas,"13,795","136,778",1987-07-25,TX
Texas,"15,043","133,086",1987-08-01,TX
Texas,"14,350","129,603",1987-08-08,TX
Texas,"14,932","129,563",1987-08-15,TX
Texas,"13,456","128,104",1987-08-22,TX
Texas,"14,238","121,467",1987-08-29,TX
Texas,"11,555","111,261",1987-09-05,TX
Texas,"14,945","123,735",1987-09-12,TX
Texas,"14,211","113,681",1987-09-19,TX
Texas,"14,782","114,105",1987-09-26,TX
Texas,"19,150","128,100",1987-10-03,TX
Texas,"14,921","115,763",1987-10-10,TX
Texas,"14,782","114,105",1987-10-17,TX
Texas,"15,412","117,806",1987-10-24,TX
Texas,"15,335","111,526",1987-10-31,TX
Texas,"13,748","107,372",1987-11-07,TX
Texas,"18,982","124,182",1987-11-14,TX
Texas,"11,566","84,096",1987-11-21,TX
Texas,"17,941","155,117",1987-11-28,TX
Texas,"16,945","124,984",1987-12-05,TX
Texas,"15,226","123,099",1987-12-12,TX
Texas,"12,411","89,511",1987-12-19,TX
Texas,"15,434","134,292",1987-12-26,TX
Texas,"18,091","138,788",1988-01-02,TX
Texas,"20,619","136,283",1988-01-09,TX
Texas,"18,791","132,949",1988-01-16,TX
Texas,"17,233","132,767",1988-01-23,TX
Texas,"16,818","128,924",1988-02-06,TX
Texas,"13,486","129,390",1988-02-13,TX
Texas,"16,830","139,412",1988-02-20,TX
Texas,"14,801","130,716",1988-02-27,TX
Texas,"15,755","128,300",1988-03-05,TX
Texas,"14,355","129,870",1988-03-12,TX
Texas,"13,407","123,734",1988-03-19,TX
Texas,"11,977","125,088",1988-03-26,TX
Texas,"14,437","117,612",1988-04-02,TX
Texas,"13,644","116,345",1988-04-09,TX
Texas,"13,066","117,447",1988-04-16,TX
Texas,"12,471","112,950",1988-04-23,TX
Texas,"13,535","110,989",1988-04-30,TX
Texas,"12,832","106,526",1988-05-07,TX
Texas,"12,826","109,213",1988-05-14,TX
Texas,"13,382","103,530",1988-05-21,TX
Texas,"10,512","98,544",1988-05-28,TX
Texas,"13,816","107,471",1988-06-04,TX
Texas,"12,968","103,264",1988-06-11,TX
Texas,"12,483","101,822",1988-06-18,TX
Texas,"13,821","102,105",1988-06-25,TX
Texas,"12,789","92,325",1988-07-02,TX
Texas,"15,980","108,415",1988-07-09,TX
Texas,"14,149","105,247",1988-07-16,TX
Texas,"13,451","104,582",1988-07-23,TX
Texas,"13,449","103,381",1988-07-30,TX
Texas,"13,395","102,136",1988-08-06,TX
Texas,"12,552","105,812",1988-08-13,TX
Texas,"13,354","100,256",1988-08-20,TX
Texas,"13,185","103,045",1988-08-27,TX
Texas,"12,331","94,337",1988-09-03,TX
Texas,"14,421","107,911",1988-09-10,TX
Texas,"12,741","100,765",1988-09-17,TX
Texas,"12,983","104,644",1988-09-24,TX
Texas,"14,474","97,321",1988-10-01,TX
Texas,"14,448","97,907",1988-10-08,TX
Texas,"14,405","104,124",1988-10-15,TX
Texas,"14,175","102,095",1988-10-22,TX
Texas,"14,867","102,461",1988-10-29,TX
Texas,"12,777","93,699",1988-11-05,TX
Texas,"17,058","115,024",1988-11-12,TX
Texas,"10,798","82,675",1988-11-19,TX
Texas,"16,868","132,614",1988-11-26,TX
Texas,"16,072","108,040",1988-12-03,TX
Texas,"14,087","116,529",1988-12-10,TX
Texas,"16,871","110,992",1988-12-17,TX
Texas,"10,713","105,281",1988-12-24,TX
Texas,"15,112","119,114",1988-12-31,TX
Texas,"19,089","122,993",1989-01-07,TX
Texas,"16,064","120,844",1989-01-14,TX
Texas,"16,287","126,888",1989-01-21,TX
Texas,"15,416","123,908",1989-01-28,TX
Texas,"14,069","121,526",1989-02-04,TX
Texas,"15,130","129,549",1989-02-11,TX
Texas,"12,255","121,387",1989-02-18,TX
Texas,"13,996","131,494",1989-02-25,TX
Texas,"13,393","120,143",1989-03-04,TX
Texas,"12,927","126,217",1989-03-11,TX
Texas,"11,966","116,087",1989-03-18,TX
Texas,"10,630","120,566",1989-03-25,TX
Texas,"13,145","109,416",1989-04-01,TX
Texas,"13,066","107,649",1989-04-08,TX
Texas,"12,403","110,447",1989-04-15,TX
Texas,"11,419","107,940",1989-04-22,TX
Texas,"9,421","94,685",1989-04-29,TX
Texas,"13,898","110,268",1989-05-06,TX
Texas,"11,824","99,491",1989-05-13,TX
Texas,"11,703","99,643",1989-05-20,TX
Texas,"10,498","92,685",1989-05-27,TX
Texas,"13,329","101,909",1989-06-03,TX
Texas,"12,965","93,487",1989-06-10,TX
Texas,"12,532","97,637",1989-06-17,TX
Texas,"12,206","96,678",1989-06-24,TX
Texas,"10,425","86,950",1989-07-01,TX
Texas,"16,031","104,949",1989-07-08,TX
Texas,"14,896","103,224",1989-07-15,TX
Texas,"13,705","98,924",1989-07-22,TX
Texas,"12,575","104,340",1989-07-29,TX
Texas,"13,178","99,212",1989-08-05,TX
Texas,"12,463","99,647",1989-08-12,TX
Texas,"12,164","96,184",1989-08-19,TX
Texas,"12,900","98,852",1989-08-26,TX
Texas,"11,035","88,353",1989-09-02,TX
Texas,"15,253","103,401",1989-09-09,TX
Texas,"14,172","95,872",1989-09-16,TX
Texas,"12,643","99,197",1989-09-23,TX
Texas,"14,274","97,228",1989-09-30,TX
Texas,"14,139","95,322",1989-10-07,TX
Texas,"15,819","102,840",1989-10-14,TX
Texas,"15,154","99,845",1989-10-21,TX
Texas,"14,172","102,733",1989-10-28,TX
Texas,"14,887","101,081",1989-11-04,TX
Texas,"15,604","107,865",1989-11-11,TX
Texas,"15,351","107,793",1989-11-18,TX
Texas,"15,356","110,742",1989-11-25,TX
Texas,"16,645","112,264",1989-12-02,TX
Texas,"15,977","117,786",1989-12-09,TX
Texas,"16,655","115,415",1989-12-16,TX
Texas,"15,718","117,998",1989-12-23,TX
Texas,"11,870","123,144",1989-12-30,TX
Texas,"18,406","112,384",1990-01-06,TX
Texas,"19,937","130,246",1990-01-13,TX
Texas,"17,739","137,811",1990-01-20,TX
Texas,"17,507","134,431",1990-01-27,TX
Texas,"18,883","136,825",1990-02-03,TX
Texas,"15,738","125,883",1990-02-10,TX
Texas,"13,824","142,560",1990-02-17,TX
Texas,"14,469","122,964",1990-02-24,TX
Texas,"15,189","132,452",1990-03-03,TX
Texas,"15,531","127,409",1990-03-10,TX
Texas,"13,951","127,051",1990-03-17,TX
Texas,"12,749","123,406",1990-03-24,TX
Texas,"13,153","116,293",1990-03-31,TX
Texas,"13,640","111,032",1990-04-07,TX
Texas,"12,018","113,643",1990-04-14,TX
Texas,"13,033","108,442",1990-04-21,TX
Texas,"11,655","107,778",1990-04-28,TX
Texas,"12,262","104,768",1990-05-05,TX
Texas,"11,529","107,327",1990-05-12,TX
Texas,"13,176","101,327",1990-05-19,TX
Texas,"10,539","110,141",1990-05-26,TX
Texas,"12,152","91,868",1990-06-02,TX
Texas,"12,952","99,408",1990-06-09,TX
Texas,"12,177","101,035",1990-06-16,TX
Texas,"13,041","99,356",1990-06-23,TX
Texas,"12,663","101,976",1990-06-30,TX
Texas,"13,145","96,540",1990-07-07,TX
Texas,"13,703","102,987",1990-07-14,TX
Texas,"12,638","100,112",1990-07-21,TX
Texas,"13,393","102,688",1990-07-28,TX
Texas,"13,804","98,960",1990-08-04,TX
Texas,"12,384","103,233",1990-08-11,TX
Texas,"12,683","99,291",1990-08-18,TX
Texas,"11,841","102,302",1990-08-25,TX
Texas,"12,049","101,092",1990-09-01,TX
Texas,"12,458","95,199",1990-09-08,TX
Texas,"12,462","98,997",1990-09-15,TX
Texas,"12,704","99,313",1990-09-22,TX
Texas,"13,159","96,840",1990-09-29,TX
Texas,"14,376","94,932",1990-10-06,TX
Texas,"15,693","101,138",1990-10-13,TX
Texas,"16,097","103,379",1990-10-20,TX
Texas,"14,796","109,365",1990-10-27,TX
Texas,"16,283","106,775",1990-11-03,TX
Texas,"17,371","107,432",1990-11-10,TX
Texas,"14,866","124,970",1990-11-17,TX
Texas,"15,546","107,196",1990-11-24,TX
Texas,"18,412","119,185",1990-12-01,TX
Texas,"17,432","123,718",1990-12-08,TX
Texas,"18,562","125,506",1990-12-15,TX
Texas,"11,082","110,317",1990-12-22,TX
Texas,"11,782","140,676",1990-12-29,TX
Texas,"22,051","122,526",1991-01-05,TX
Texas,"24,492","145,766",1991-01-12,TX
Texas,"19,418","137,300",1991-01-19,TX
Texas,"18,052","140,432",1991-01-26,TX
Texas,"18,674","147,103",1991-02-02,TX
Texas,"16,723","140,780",1991-02-09,TX
Texas,"15,976","157,858",1991-02-16,TX
Texas,"14,043","141,759",1991-02-23,TX
Texas,"14,807","146,660",1991-03-02,TX
Texas,"13,843","145,764",1991-03-09,TX
Texas,"14,403","145,322",1991-03-16,TX
Texas,"15,344","139,642",1991-03-23,TX
Texas,"11,788","139,353",1991-03-30,TX
Texas,"14,622","134,289",1991-04-06,TX
Texas,"15,738","132,170",1991-04-13,TX
Texas,"13,910","136,773",1991-04-20,TX
Texas,"13,347","130,535",1991-04-27,TX
Texas,"14,129","131,191",1991-05-04,TX
Texas,"13,805","128,246",1991-05-11,TX
Texas,"14,225","130,165",1991-05-18,TX
Texas,"11,074","120,420",1991-05-25,TX
Texas,"15,073","132,088",1991-06-01,TX
Texas,"15,187","125,817",1991-06-08,TX
Texas,"14,069","128,978",1991-06-15,TX
Texas,"13,778","126,955",1991-06-22,TX
Texas,"14,777","142,131",1991-06-29,TX
Texas,"18,181","154,609",1991-07-06,TX
Texas,"15,012","131,042",1991-07-13,TX
Texas,"14,665","131,565",1991-07-20,TX
Texas,"14,537","127,045",1991-07-27,TX
Texas,"16,731","132,517",1991-08-03,TX
Texas,"13,868","130,795",1991-08-10,TX
Texas,"14,055","130,556",1991-08-17,TX
Texas,"14,076","127,606",1991-08-24,TX
Texas,"12,282","131,453",1991-08-31,TX
Texas,"14,718","118,325",1991-09-07,TX
Texas,"15,109","126,142",1991-09-14,TX
Texas,"15,642","127,160",1991-09-21,TX
Texas,"14,954","123,504",1991-09-28,TX
Texas,"21,212","142,974",1991-10-05,TX
Texas,"16,646","124,125",1991-10-12,TX
Texas,"16,212","134,121",1991-10-19,TX
Texas,"18,027","127,589",1991-10-26,TX
Texas,"18,110","134,393",1991-11-02,TX
Texas,"16,573","142,190",1991-11-09,TX
Texas,"19,122","134,215",1991-11-16,TX
Texas,"16,140","148,723",1991-11-23,TX
Texas,"13,300","113,185",1991-11-30,TX
Texas,"20,902","148,633",1991-12-07,TX
Texas,"20,286","162,221",1991-12-14,TX
Texas,"15,748","117,593",1991-12-21,TX
Texas,"15,652","198,974",1991-12-28,TX
Texas,"23,742","153,035",1992-01-04,TX
Texas,"18,579","173,224",1992-01-11,TX
Texas,"21,569","177,817",1992-01-18,TX
Texas,"21,230","170,893",1992-01-25,TX
Texas,"17,825","165,903",1992-02-01,TX
Texas,"21,928","189,818",1992-02-08,TX
Texas,"15,357","167,931",1992-02-15,TX
Texas,"20,048","195,784",1992-02-22,TX
Texas,"16,114","170,192",1992-02-29,TX
Texas,"16,833","178,653",1992-03-07,TX
Texas,"19,687","172,756",1992-03-14,TX
Texas,"16,041","172,884",1992-03-21,TX
Texas,"16,228","161,123",1992-03-28,TX
Texas,"17,068","163,468",1992-04-04,TX
Texas,"19,557","158,055",1992-04-11,TX
Texas,"15,216","159,401",1992-04-18,TX
Texas,"17,090","154,726",1992-04-25,TX
Texas,"16,242","151,052",1992-05-02,TX
Texas,"14,921","145,618",1992-05-09,TX
Texas,"16,304","146,901",1992-05-16,TX
Texas,"15,350","144,890",1992-05-23,TX
Texas,"16,810","140,734",1992-05-30,TX
Texas,"17,691","138,848",1992-06-06,TX
Texas,"16,819","147,837",1992-06-13,TX
Texas,"15,367","141,744",1992-06-20,TX
Texas,"16,513","145,503",1992-06-27,TX
Texas,"16,170","141,495",1992-07-04,TX
Texas,"17,195","147,038",1992-07-11,TX
Texas,"16,556","147,417",1992-07-18,TX
Texas,"15,374","148,180",1992-07-25,TX
Texas,"17,347","148,071",1992-08-01,TX
Texas,"15,175","144,007",1992-08-08,TX
Texas,"15,203","143,838",1992-08-15,TX
Texas,"14,742","142,504",1992-08-22,TX
Texas,"14,955","139,460",1992-08-29,TX
Texas,"13,377","140,590",1992-09-05,TX
Texas,"13,871","130,474",1992-09-12,TX
Texas,"14,712","132,839",1992-09-19,TX
Texas,"14,359","133,125",1992-09-26,TX
Texas,"16,609","124,818",1992-10-03,TX
Texas,"15,943","127,906",1992-10-10,TX
Texas,"15,451","132,686",1992-10-17,TX
Texas,"15,594","132,334",1992-10-24,TX
Texas,"17,023","127,834",1992-10-31,TX
Texas,"15,268","136,313",1992-11-07,TX
Texas,"17,546","130,717",1992-11-14,TX
Texas,"14,137","143,392",1992-11-21,TX
Texas,"17,985","134,199",1992-11-28,TX
Texas,"18,926","140,196",1992-12-05,TX
Texas,"17,129","150,982",1992-12-12,TX
Texas,"15,677","158,804",1992-12-19,TX
Texas,"14,860","143,073",1992-12-26,TX
Texas,"18,223","140,659",1993-01-02,TX
Texas,"22,026","164,481",1993-01-09,TX
Texas,"16,978","163,638",1993-01-16,TX
Texas,"18,267","151,557",1993-01-23,TX
Texas,"16,269","153,629",1993-01-30,TX
Texas,"13,582","142,958",1993-02-06,TX
Texas,"17,238","171,894",1993-02-13,TX
Texas,"14,993","143,040",1993-02-20,TX
Texas,"14,477","147,244",1993-02-27,TX
Texas,"14,610","149,111",1993-03-06,TX
Texas,"14,751","144,184",1993-03-13,TX
Texas,"14,352","148,922",1993-03-20,TX
Texas,"13,075","142,510",1993-03-27,TX
Texas,"14,787","139,300",1993-04-03,TX
Texas,"13,934","137,456",1993-04-10,TX
Texas,"13,778","142,193",1993-04-17,TX
Texas,"15,486","138,486",1993-04-24,TX
Texas,"13,225","134,457",1993-05-01,TX
Texas,"13,564","132,075",1993-05-08,TX
Texas,"13,678","134,758",1993-05-15,TX
Texas,"15,414","131,059",1993-05-22,TX
Texas,"12,754","136,816",1993-05-29,TX
Texas,"15,227","123,600",1993-06-05,TX
Texas,"14,525","132,961",1993-06-12,TX
Texas,"15,057","133,192",1993-06-19,TX
Texas,"14,204","134,383",1993-06-26,TX
Texas,"14,579","124,354",1993-07-03,TX
Texas,"16,128","141,313",1993-07-10,TX
Texas,"14,406","132,946",1993-07-17,TX
Texas,"15,250","135,369",1993-07-24,TX
Texas,"14,424","131,201",1993-07-31,TX
Texas,"13,174","134,934",1993-08-07,TX
Texas,"13,837","131,786",1993-08-14,TX
Texas,"13,206","128,110",1993-08-21,TX
Texas,"13,345","128,637",1993-08-28,TX
Texas,"12,931","132,676",1993-09-04,TX
Texas,"12,892","121,650",1993-09-11,TX
Texas,"13,279","123,103",1993-09-18,TX
Texas,"13,318","126,413",1993-09-25,TX
Texas,"15,134","118,107",1993-10-02,TX
Texas,"16,156","121,479",1993-10-09,TX
Texas,"16,801","128,071",1993-10-16,TX
Texas,"16,693","128,919",1993-10-23,TX
Texas,"16,235","129,076",1993-10-30,TX
Texas,"16,363","140,349",1993-11-06,TX
Texas,"15,770","121,011",1993-11-13,TX
Texas,"13,698","141,811",1993-11-20,TX
Texas,"15,863","127,544",1993-11-27,TX
Texas,"17,935","136,095",1993-12-04,TX
Texas,"16,205","147,951",1993-12-11,TX
Texas,"19,233","152,804",1993-12-18,TX
Texas,"15,307","129,869",1993-12-25,TX
Texas,"18,491","151,655",1994-01-01,TX
Texas,"20,720","154,199",1994-01-08,TX
Texas,"16,996","163,395",1994-01-15,TX
Texas,"17,042","149,097",1994-01-22,TX
Texas,"16,747","153,593",1994-01-29,TX
Texas,"15,376","153,246",1994-02-05,TX
Texas,"15,017","154,125",1994-02-12,TX
Texas,"13,043","158,869",1994-02-19,TX
Texas,"13,244","135,850",1994-02-26,TX
Texas,"14,004","144,516",1994-03-05,TX
Texas,"13,761","144,078",1994-03-12,TX
Texas,"13,522","140,715",1994-03-19,TX
Texas,"12,902","139,751",1994-03-26,TX
Texas,"13,304","131,759",1994-04-02,TX
Texas,"14,174","132,378",1994-04-09,TX
Texas,"13,466","130,878",1994-04-16,TX
Texas,"12,982","126,341",1994-04-23,TX
Texas,"13,764","129,127",1994-04-30,TX
Texas,"14,716","126,422",1994-05-07,TX
Texas,"14,182","128,992",1994-05-14,TX
Texas,"14,504","124,630",1994-05-21,TX
Texas,"13,282","133,562",1994-05-28,TX
Texas,"13,616","115,368",1994-06-04,TX
Texas,"13,571","127,346",1994-06-11,TX
Texas,"13,382","125,068",1994-06-18,TX
Texas,"12,889","127,495",1994-06-25,TX
Texas,"12,863","125,191",1994-07-02,TX
Texas,"15,006","120,118",1994-07-09,TX
Texas,"13,895","127,407",1994-07-16,TX
Texas,"13,364","125,374",1994-07-23,TX
Texas,"13,045","123,431",1994-07-30,TX
Texas,"12,598","120,791",1994-08-06,TX
Texas,"13,710","123,089",1994-08-13,TX
Texas,"12,604","119,857",1994-08-20,TX
Texas,"12,699","120,574",1994-08-27,TX
Texas,"12,136","121,191",1994-09-03,TX
Texas,"12,001","111,994",1994-09-10,TX
Texas,"12,026","114,105",1994-09-17,TX
Texas,"13,532","115,349",1994-09-24,TX
Texas,"14,377","108,925",1994-10-01,TX
Texas,"14,569","113,981",1994-10-08,TX
Texas,"12,929","115,006",1994-10-15,TX
Texas,"14,954","112,782",1994-10-22,TX
Texas,"15,513","117,112",1994-10-29,TX
Texas,"16,421","126,709",1994-11-05,TX
Texas,"14,475","108,020",1994-11-12,TX
Texas,"12,192","123,706",1994-11-19,TX
Texas,"15,860","116,176",1994-11-26,TX
Texas,"16,691","122,886",1994-12-03,TX
Texas,"14,585","131,954",1994-12-10,TX
Texas,"17,970","121,945",1994-12-17,TX
Texas,"14,223","138,286",1994-12-24,TX
Texas,"14,519","117,061",1994-12-31,TX
Texas,"20,387","143,245",1995-01-07,TX
Texas,"17,587","148,211",1995-01-14,TX
Texas,"15,942","127,683",1995-01-21,TX
Texas,"14,686","134,004",1995-01-28,TX
Texas,"14,954","136,038",1995-02-04,TX
Texas,"13,527","134,480",1995-02-11,TX
Texas,"12,300","139,692",1995-02-18,TX
Texas,"12,313","120,742",1995-02-25,TX
Texas,"13,981","131,029",1995-03-04,TX
Texas,"14,904","130,869",1995-03-11,TX
Texas,"12,761","130,901",1995-03-18,TX
Texas,"11,938","128,993",1995-03-25,TX
Texas,"13,606","123,176",1995-04-01,TX
Texas,"13,781","122,468",1995-04-08,TX
Texas,"12,180","125,242",1995-04-15,TX
Texas,"13,337","123,526",1995-04-22,TX
Texas,"12,928","123,709",1995-04-29,TX
Texas,"13,423","117,631",1995-05-06,TX
Texas,"13,254","121,093",1995-05-13,TX
Texas,"13,659","118,367",1995-05-20,TX
Texas,"12,839","126,239",1995-05-27,TX
Texas,"15,377","111,397",1995-06-03,TX
Texas,"14,811","122,239",1995-06-10,TX
Texas,"13,541","122,019",1995-06-17,TX
Texas,"13,459","122,752",1995-06-24,TX
Texas,"12,863","122,533",1995-07-01,TX
Texas,"15,040","119,369",1995-07-08,TX
Texas,"14,101","126,859",1995-07-15,TX
Texas,"12,948","125,645",1995-07-22,TX
Texas,"13,809","121,943",1995-07-29,TX
Texas,"14,039","122,243",1995-08-05,TX
Texas,"13,984","123,503",1995-08-12,TX
Texas,"13,343","120,072",1995-08-19,TX
Texas,"12,746","118,478",1995-08-26,TX
Texas,"12,372","118,559",1995-09-02,TX
Texas,"13,615","110,203",1995-09-09,TX
Texas,"13,334","114,914",1995-09-16,TX
Texas,"13,619","115,929",1995-09-23,TX
Texas,"14,556","113,101",1995-09-30,TX
Texas,"15,682","113,613",1995-10-07,TX
Texas,"13,699","120,574",1995-10-14,TX
Texas,"13,379","114,792",1995-10-21,TX
Texas,"14,238","117,597",1995-10-28,TX
Texas,"15,240","114,632",1995-11-04,TX
Texas,"14,604","122,740",1995-11-11,TX
Texas,"12,253","137,566",1995-11-18,TX
Texas,"14,709","104,116",1995-11-25,TX
Texas,"16,421","122,592",1995-12-02,TX
Texas,"14,256","131,272",1995-12-09,TX
Texas,"17,812","120,105",1995-12-16,TX
Texas,"12,931","150,874",1995-12-23,TX
Texas,"11,850","124,980",1995-12-30,TX
Texas,"19,332","126,796",1996-01-06,TX
Texas,"16,683","141,282",1996-01-13,TX
Texas,"17,120","133,774",1996-01-20,TX
Texas,"12,124","130,459",1996-01-27,TX
Texas,"16,671","142,313",1996-02-03,TX
Texas,"14,703","131,575",1996-02-10,TX
Texas,"13,297","150,623",1996-02-17,TX
Texas,"11,665","118,387",1996-02-24,TX
Texas,"12,688","136,738",1996-03-02,TX
Texas,"12,355","124,299",1996-03-09,TX
Texas,"13,491","132,206",1996-03-16,TX
Texas,"12,524","122,751",1996-03-23,TX
Texas,"14,848","129,675",1996-03-30,TX
Texas,"12,623","118,070",1996-04-06,TX
Texas,"12,846","125,467",1996-04-13,TX
Texas,"11,813","118,036",1996-04-20,TX
Texas,"12,201","119,719",1996-04-27,TX
Texas,"12,031","115,530",1996-05-04,TX
Texas,"12,138","116,194",1996-05-11,TX
Texas,"12,804","114,106",1996-05-18,TX
Texas,"13,011","125,694",1996-05-25,TX
Texas,"12,455","103,935",1996-06-01,TX
Texas,"13,972","115,526",1996-06-08,TX
Texas,"12,638","117,493",1996-06-15,TX
Texas,"13,583","115,436",1996-06-22,TX
Texas,"14,174","134,602",1996-06-29,TX
Texas,"12,613","100,588",1996-07-06,TX
Texas,"15,133","117,880",1996-07-13,TX
Texas,"13,448","124,212",1996-07-20,TX
Texas,"11,843","117,623",1996-07-27,TX
Texas,"12,771","120,757",1996-08-03,TX
Texas,"12,108","115,895",1996-08-10,TX
Texas,"12,687","118,944",1996-08-17,TX
Texas,"11,693","110,214",1996-08-24,TX
Texas,"12,137","127,357",1996-08-31,TX
Texas,"12,823","100,418",1996-09-07,TX
Texas,"12,693","114,307",1996-09-14,TX
Texas,"12,312","107,432",1996-09-21,TX
Texas,"12,624","112,000",1996-09-28,TX
Texas,"13,476","105,661",1996-10-05,TX
Texas,"12,634","108,915",1996-10-12,TX
Texas,"13,231","108,707",1996-10-19,TX
Texas,"13,311","109,130",1996-10-26,TX
Texas,"12,675","111,153",1996-11-02,TX
Texas,"12,993","110,142",1996-11-09,TX
Texas,"15,630","103,824",1996-11-16,TX
Texas,"16,281","128,921",1996-11-23,TX
Texas,"12,228","90,508",1996-11-30,TX
Texas,"18,233","109,690",1996-12-07,TX
Texas,"22,341","122,730",1996-12-14,TX
Texas,"13,320","147,231",1996-12-21,TX
Texas,"14,715","114,061",1996-12-28,TX
Texas,"20,582","113,470",1997-01-04,TX
Texas,"13,909","140,128",1997-01-11,TX
Texas,"18,834","146,708",1997-01-18,TX
Texas,"13,614","124,705",1997-01-25,TX
Texas,"14,892","129,153",1997-02-01,TX
Texas,"13,316","129,994",1997-02-08,TX
Texas,"14,401","144,392",1997-02-15,TX
Texas,"12,235","118,104",1997-02-22,TX
Texas,"13,501","125,381",1997-03-01,TX
Texas,"14,024","127,861",1997-03-08,TX
Texas,"13,304","123,689",1997-03-15,TX
Texas,"11,314","122,457",1997-03-22,TX
Texas,"13,268","122,564",1997-03-29,TX
Texas,"15,163","117,424",1997-04-05,TX
Texas,"11,060","118,290",1997-04-12,TX
Texas,"13,131","118,429",1997-04-19,TX
Texas,"12,260","115,466",1997-04-26,TX
Texas,"12,969","113,902",1997-05-03,TX
Texas,"12,556","111,538",1997-05-10,TX
Texas,"13,115","111,810",1997-05-17,TX
Texas,"13,473","110,041",1997-05-24,TX
Texas,"14,114","113,907",1997-05-31,TX
Texas,"12,583","111,550",1997-06-07,TX
Texas,"12,858","116,622",1997-06-14,TX
Texas,"13,224","111,958",1997-06-21,TX
Texas,"15,283","116,312",1997-06-28,TX
Texas,"13,244","107,566",1997-07-05,TX
Texas,"12,854","115,991",1997-07-12,TX
Texas,"13,412","118,762",1997-07-19,TX
Texas,"12,756","112,998",1997-07-26,TX
Texas,"16,415","115,531",1997-08-02,TX
Texas,"13,255","111,856",1997-08-09,TX
Texas,"12,541","113,426",1997-08-16,TX
Texas,"11,746","110,425",1997-08-23,TX
