state,initial claims,continued claims,week,code
Colorado,"1,786","20,048",2007-09-22,CO
Colorado,"2,610","18,861",2007-09-29,CO
Colorado,"2,335","19,478",2007-10-06,CO
Colorado,"2,230","19,163",2007-10-13,CO
Colorado,"2,126","20,983",2007-10-20,CO
Colorado,"2,158","19,870",2007-10-27,CO
Colorado,"2,509","21,357",2007-11-03,CO
Colorado,"2,408","20,061",2007-11-10,CO
Colorado,"2,404","21,782",2007-11-17,CO
Colorado,"3,048","21,309",2007-11-24,CO
Colorado,"2,815","24,150",2007-12-01,CO
Colorado,"4,097","22,265",2007-12-08,CO
Colorado,"3,022","25,401",2007-12-15,CO
Colorado,"2,266","24,996",2007-12-22,CO
Colorado,"3,258","27,845",2007-12-29,CO
Colorado,"4,013","26,696",2008-01-05,CO
Colorado,"3,282","27,878",2008-01-12,CO
Colorado,"2,412","30,064",2008-01-19,CO
Colorado,"3,404","29,270",2008-01-26,CO
Colorado,"2,998","31,026",2008-02-02,CO
Colorado,"2,823","29,733",2008-02-09,CO
Colorado,"2,423","31,459",2008-02-16,CO
Colorado,"2,313","30,025",2008-02-23,CO
Colorado,"2,699","31,124",2008-03-01,CO
Colorado,"2,332","29,206",2008-03-08,CO
Colorado,"2,150","30,126",2008-03-15,CO
Colorado,"1,946","27,797",2008-03-22,CO
Colorado,"2,772","28,138",2008-03-29,CO
Colorado,"3,095","26,024",2008-04-05,CO
Colorado,"2,692","26,801",2008-04-12,CO
Colorado,"2,327","26,984",2008-04-19,CO
Colorado,"2,385","26,932",2008-04-26,CO
Colorado,"2,269","26,870",2008-05-03,CO
Colorado,"2,343","26,074",2008-05-10,CO
Colorado,"2,442","26,616",2008-05-17,CO
Colorado,"2,115","24,577",2008-05-24,CO
Colorado,"2,513","25,773",2008-05-31,CO
Colorado,"2,224","25,060",2008-06-07,CO
Colorado,"2,183","26,272",2008-06-14,CO
Colorado,"2,120","24,766",2008-06-21,CO
Colorado,"2,358","26,417",2008-06-28,CO
Colorado,"2,954","25,156",2008-07-05,CO
Colorado,"2,367","27,547",2008-07-12,CO
Colorado,"2,289","26,011",2008-07-19,CO
Colorado,"2,505","26,973",2008-07-26,CO
Colorado,"3,031","26,799",2008-08-02,CO
Colorado,"2,704","27,338",2008-08-09,CO
Colorado,"2,638","27,499",2008-08-16,CO
Colorado,"2,529","27,327",2008-08-23,CO
Colorado,"2,409","26,929",2008-08-30,CO
Colorado,"2,788","27,385",2008-09-06,CO
Colorado,"2,754","27,267",2008-09-13,CO
Colorado,"2,797","28,285",2008-09-20,CO
Colorado,"3,771","28,120",2008-09-27,CO
Colorado,"4,048","29,375",2008-10-04,CO
Colorado,"3,776","30,262",2008-10-11,CO
Colorado,"3,763","33,035",2008-10-18,CO
Colorado,"4,059","33,167",2008-10-25,CO
Colorado,"4,796","35,349",2008-11-01,CO
Colorado,"4,241","35,072",2008-11-08,CO
Colorado,"5,789","39,289",2008-11-15,CO
Colorado,"4,235","37,844",2008-11-22,CO
Colorado,"6,029","44,653",2008-11-29,CO
Colorado,"5,917","42,745",2008-12-06,CO
Colorado,"6,429","45,816",2008-12-13,CO
Colorado,"3,715","46,469",2008-12-20,CO
Colorado,"4,464","51,524",2008-12-27,CO
Colorado,"7,284","52,291",2009-01-03,CO
Colorado,"6,887","53,797",2009-01-10,CO
Colorado,"5,486","58,298",2009-01-17,CO
Colorado,"6,667","60,266",2009-01-24,CO
Colorado,"6,547","63,187",2009-01-31,CO
Colorado,"5,950","64,627",2009-02-07,CO
Colorado,"5,592","67,772",2009-02-14,CO
Colorado,"5,814","68,437",2009-02-21,CO
Colorado,"6,063","70,496",2009-02-28,CO
Colorado,"5,844","71,571",2009-03-07,CO
Colorado,"5,432","73,354",2009-03-14,CO
Colorado,"4,609","73,320",2009-03-21,CO
Colorado,"6,338","75,545",2009-03-28,CO
Colorado,"6,315","74,844",2009-04-04,CO
Colorado,"5,932","74,196",2009-04-11,CO
Colorado,"5,193","76,086",2009-04-18,CO
Colorado,"5,229","76,941",2009-04-25,CO
Colorado,"5,172","78,135",2009-05-02,CO
Colorado,"4,527","76,167",2009-05-09,CO
Colorado,"5,008","78,501",2009-05-16,CO
Colorado,"4,392","74,437",2009-05-23,CO
Colorado,"5,541","78,339",2009-05-30,CO
Colorado,"4,819","74,111",2009-06-06,CO
Colorado,"4,557","78,720",2009-06-13,CO
Colorado,"4,244","73,218",2009-06-20,CO
Colorado,"4,136","75,827",2009-06-27,CO
Colorado,"5,932","73,775",2009-07-04,CO
Colorado,"4,738","77,166",2009-07-11,CO
Colorado,"4,250","73,502",2009-07-18,CO
Colorado,"3,797","76,235",2009-07-25,CO
Colorado,"4,760","72,174",2009-08-01,CO
Colorado,"3,954","73,155",2009-08-08,CO
Colorado,"4,370","69,830",2009-08-15,CO
Colorado,"4,255","70,582",2009-08-22,CO
Colorado,"4,486","67,647",2009-08-29,CO
Colorado,"3,728","67,883",2009-09-05,CO
Colorado,"4,170","66,958",2009-09-12,CO
Colorado,"5,019","67,276",2009-09-19,CO
Colorado,"5,039","66,257",2009-09-26,CO
Colorado,"5,186","66,325",2009-10-03,CO
Colorado,"4,249","65,246",2009-10-10,CO
Colorado,"4,828","68,043",2009-10-17,CO
Colorado,"5,365","65,464",2009-10-24,CO
Colorado,"5,861","69,340",2009-10-31,CO
Colorado,"4,790","66,762",2009-11-07,CO
Colorado,"5,873","70,139",2009-11-14,CO
Colorado,"4,358","65,146",2009-11-21,CO
Colorado,"6,250","72,094",2009-11-28,CO
Colorado,"6,604","69,935",2009-12-05,CO
Colorado,"5,368","73,782",2009-12-12,CO
Colorado,"3,947","72,020",2009-12-19,CO
Colorado,"4,127","73,571",2009-12-26,CO
Colorado,"7,749","76,764",2010-01-02,CO
Colorado,"6,295","74,147",2010-01-09,CO
Colorado,"4,903","77,816",2010-01-16,CO
Colorado,"5,275","76,373",2010-01-23,CO
Colorado,"5,418","78,978",2010-01-30,CO
Colorado,"4,824","76,684",2010-02-06,CO
Colorado,"4,348","77,076",2010-02-13,CO
Colorado,"4,634","77,102",2010-02-20,CO
Colorado,"5,045","78,394",2010-02-27,CO
Colorado,"4,570","77,648",2010-03-06,CO
Colorado,"4,096","78,951",2010-03-13,CO
Colorado,"3,850","75,918",2010-03-20,CO
Colorado,"4,468","76,768",2010-03-27,CO
Colorado,"5,222","73,411",2010-04-03,CO
Colorado,"5,054","74,230",2010-04-10,CO
Colorado,"4,446","72,781",2010-04-17,CO
Colorado,"4,074","72,409",2010-04-24,CO
Colorado,"4,108","70,587",2010-05-01,CO
Colorado,"3,887","70,049",2010-05-08,CO
Colorado,"3,878","68,694",2010-05-15,CO
Colorado,"4,143","67,443",2010-05-22,CO
Colorado,"4,028","63,340",2010-05-29,CO
Colorado,"4,187","63,566",2010-06-05,CO
Colorado,"3,790","62,460",2010-06-12,CO
Colorado,"3,337","62,010",2010-06-19,CO
Colorado,"4,275","60,926",2010-06-26,CO
Colorado,"3,818","58,891",2010-07-03,CO
Colorado,"3,805","59,737",2010-07-10,CO
Colorado,"3,824","60,205",2010-07-17,CO
Colorado,"3,685","59,275",2010-07-24,CO
Colorado,"4,171","60,921",2010-07-31,CO
Colorado,"3,671","59,624",2010-08-07,CO
Colorado,"3,635","59,959",2010-08-14,CO
Colorado,"3,706","57,200",2010-08-21,CO
Colorado,"3,898","57,726",2010-08-28,CO
Colorado,"3,143","54,300",2010-09-04,CO
Colorado,"3,766","56,342",2010-09-11,CO
Colorado,"3,579","54,046",2010-09-18,CO
Colorado,"4,023","54,742",2010-09-25,CO
Colorado,"5,369","52,723",2010-10-02,CO
Colorado,"3,898","53,450",2010-10-09,CO
Colorado,"4,405","55,908",2010-10-16,CO
Colorado,"4,256","54,196",2010-10-23,CO
Colorado,"4,492","56,479",2010-10-30,CO
Colorado,"4,396","53,921",2010-11-06,CO
Colorado,"5,023","57,209",2010-11-13,CO
Colorado,"3,895","53,625",2010-11-20,CO
Colorado,"5,307","58,383",2010-11-27,CO
Colorado,"4,713","56,853",2010-12-04,CO
Colorado,"4,595","59,516",2010-12-11,CO
Colorado,"3,675","55,792",2010-12-18,CO
Colorado,"3,847","58,960",2010-12-25,CO
Colorado,"7,635","60,491",2011-01-01,CO
Colorado,"5,902","60,420",2011-01-08,CO
Colorado,"4,508","64,540",2011-01-15,CO
Colorado,"4,567","62,196",2011-01-22,CO
Colorado,"4,683","64,673",2011-01-29,CO
Colorado,"4,444","62,565",2011-02-05,CO
Colorado,"3,800","65,145",2011-02-12,CO
Colorado,"3,334","62,118",2011-02-19,CO
Colorado,"3,864","63,582",2011-02-26,CO
Colorado,"3,676","60,321",2011-03-05,CO
Colorado,"3,380","61,881",2011-03-12,CO
Colorado,"3,170","57,799",2011-03-19,CO
Colorado,"3,591","58,887",2011-03-26,CO
Colorado,"4,443","55,525",2011-04-02,CO
Colorado,"4,924","56,258",2011-04-09,CO
Colorado,"3,939","56,184",2011-04-16,CO
Colorado,"3,958","56,376",2011-04-23,CO
Colorado,"3,843","55,071",2011-04-30,CO
Colorado,"3,537","55,260",2011-05-07,CO
Colorado,"3,608","53,845",2011-05-14,CO
Colorado,"3,762","52,789",2011-05-21,CO
Colorado,"3,610","51,109",2011-05-28,CO
Colorado,"3,501","51,287",2011-06-04,CO
Colorado,"3,152","50,253",2011-06-11,CO
Colorado,"3,024","49,883",2011-06-18,CO
Colorado,"3,280","48,663",2011-06-25,CO
Colorado,"3,322","47,264",2011-07-02,CO
Colorado,"3,389","47,729",2011-07-09,CO
Colorado,"3,159","48,157",2011-07-16,CO
Colorado,"3,165","47,060",2011-07-23,CO
Colorado,"3,426","47,515",2011-07-30,CO
Colorado,"3,122","45,756",2011-08-06,CO
Colorado,"3,042","47,368",2011-08-13,CO
Colorado,"3,155","44,721",2011-08-20,CO
Colorado,"3,232","46,179",2011-08-27,CO
Colorado,"3,007","42,889",2011-09-03,CO
Colorado,"3,227","45,031",2011-09-10,CO
Colorado,"3,071","43,224",2011-09-17,CO
Colorado,"3,485","44,136",2011-09-24,CO
Colorado,"4,632","42,274",2011-10-01,CO
Colorado,"3,880","43,806",2011-10-08,CO
Colorado,"3,778","45,542",2011-10-15,CO
Colorado,"3,806","44,828",2011-10-22,CO
Colorado,"3,990","46,267",2011-10-29,CO
Colorado,"3,960","44,810",2011-11-05,CO
Colorado,"4,380","48,381",2011-11-12,CO
Colorado,"3,112","46,300",2011-11-19,CO
Colorado,"4,163","49,713",2011-11-26,CO
Colorado,"4,835","48,670",2011-12-03,CO
Colorado,"4,138","48,426",2011-12-10,CO
Colorado,"4,171","50,104",2011-12-17,CO
Colorado,"3,652","48,907",2011-12-24,CO
Colorado,"5,451","51,840",2011-12-31,CO
Colorado,"4,970","49,853",2012-01-07,CO
Colorado,"4,105","56,001",2012-01-14,CO
Colorado,"3,931","52,950",2012-01-21,CO
Colorado,"4,009","55,871",2012-01-28,CO
Colorado,"3,790","53,056",2012-02-04,CO
Colorado,"3,729","56,435",2012-02-11,CO
Colorado,"3,174","52,929",2012-02-18,CO
Colorado,"3,516","56,239",2012-02-25,CO
Colorado,"3,446","52,482",2012-03-03,CO
Colorado,"3,227","54,634",2012-03-10,CO
Colorado,"3,080","51,357",2012-03-17,CO
Colorado,"2,759","51,827",2012-03-24,CO
Colorado,"3,886","48,989",2012-03-31,CO
Colorado,"3,702","48,853",2012-04-07,CO
Colorado,"3,808","48,328",2012-04-14,CO
Colorado,"3,393","46,900",2012-04-21,CO
Colorado,"3,381","47,720",2012-04-28,CO
Colorado,"3,108","46,363",2012-05-05,CO
Colorado,"3,158","45,561",2012-05-12,CO
Colorado,"3,270","44,855",2012-05-19,CO
Colorado,"3,166","42,994",2012-05-26,CO
Colorado,"3,468","43,274",2012-06-02,CO
Colorado,"2,943","42,331",2012-06-09,CO
Colorado,"2,799","43,198",2012-06-16,CO
Colorado,"3,173","41,574",2012-06-23,CO
Colorado,"3,484","40,831",2012-06-30,CO
Colorado,"3,275","40,108",2012-07-07,CO
Colorado,"3,060","42,082",2012-07-14,CO
Colorado,"2,932","39,428",2012-07-21,CO
Colorado,"3,070","40,996",2012-07-28,CO
Colorado,"2,521","38,889",2012-08-04,CO
Colorado,"3,302","39,969",2012-08-11,CO
Colorado,"2,861","37,729",2012-08-18,CO
Colorado,"2,886","38,426",2012-08-25,CO
Colorado,"2,682","36,235",2012-09-01,CO
Colorado,"3,007","37,460",2012-09-08,CO
Colorado,"2,928","36,461",2012-09-15,CO
Colorado,"2,817","37,018",2012-09-22,CO
Colorado,"3,738","36,003",2012-09-29,CO
Colorado,"3,659","36,429",2012-10-06,CO
Colorado,"3,494","36,802",2012-10-13,CO
Colorado,"3,563","38,554",2012-10-20,CO
Colorado,"3,591","38,115",2012-10-27,CO
Colorado,"3,932","39,228",2012-11-03,CO
Colorado,"3,839","38,554",2012-11-10,CO
Colorado,"3,187","40,017",2012-11-17,CO
Colorado,"4,107","41,455",2012-11-24,CO
Colorado,"4,268","42,890",2012-12-01,CO
Colorado,"3,853","40,810",2012-12-08,CO
Colorado,"4,090","44,521",2012-12-15,CO
Colorado,"2,936","40,147",2012-12-22,CO
Colorado,"4,314","45,682",2012-12-29,CO
Colorado,"6,076","42,816",2013-01-05,CO
Colorado,"5,197","48,828",2013-01-12,CO
Colorado,"3,809","49,131",2013-01-19,CO
Colorado,"3,912","48,178",2013-01-26,CO
Colorado,"3,746","49,792",2013-02-02,CO
Colorado,"3,198","48,430",2013-02-09,CO
Colorado,"2,874","49,398",2013-02-16,CO
Colorado,"3,251","47,796",2013-02-23,CO
Colorado,"3,199","48,304",2013-03-02,CO
Colorado,"2,790","45,931",2013-03-09,CO
Colorado,"2,758","46,457",2013-03-16,CO
Colorado,"2,361","43,752",2013-03-23,CO
Colorado,"3,504","42,956",2013-03-30,CO
Colorado,"3,854","40,575",2013-04-06,CO
Colorado,"4,023","40,954",2013-04-13,CO
Colorado,"3,516","41,728",2013-04-20,CO
Colorado,"3,303","41,678",2013-04-27,CO
Colorado,"3,054","41,895",2013-05-04,CO
Colorado,"2,871","41,374",2013-05-11,CO
Colorado,"3,301","41,045",2013-05-18,CO
Colorado,"2,760","38,771",2013-05-25,CO
Colorado,"3,398","39,592",2013-06-01,CO
Colorado,"2,728","38,076",2013-06-08,CO
Colorado,"2,563","38,858",2013-06-15,CO
Colorado,"2,515","37,346",2013-06-22,CO
Colorado,"2,783","37,026",2013-06-29,CO
Colorado,"3,329","36,989",2013-07-06,CO
Colorado,"2,885","37,455",2013-07-13,CO
Colorado,"2,800","37,486",2013-07-20,CO
Colorado,"2,765","37,420",2013-07-27,CO
Colorado,"2,638","36,924",2013-08-03,CO
Colorado,"2,604","36,532",2013-08-10,CO
Colorado,"2,668","36,464",2013-08-17,CO
Colorado,"2,577","35,057",2013-08-24,CO
Colorado,"2,364","34,072",2013-08-31,CO
Colorado,"2,903","34,314",2013-09-07,CO
Colorado,"3,207","33,865",2013-09-14,CO
Colorado,"2,878","34,110",2013-09-21,CO
Colorado,"3,841","34,293",2013-09-28,CO
Colorado,"3,682","33,716",2013-10-05,CO
Colorado,"3,216","34,822",2013-10-12,CO
Colorado,"3,740","35,945",2013-10-19,CO
Colorado,"3,566","35,846",2013-10-26,CO
Colorado,"3,871","36,067",2013-11-02,CO
Colorado,"3,039","35,846",2013-11-09,CO
Colorado,"3,762","38,249",2013-11-16,CO
Colorado,"2,919","35,786",2013-11-23,CO
Colorado,"4,748","39,702",2013-11-30,CO
Colorado,"4,194","38,067",2013-12-07,CO
Colorado,"3,403","39,870",2013-12-14,CO
Colorado,"2,683","38,689",2013-12-21,CO
Colorado,"3,785","40,989",2013-12-28,CO
Colorado,"5,188","46,464",2014-01-04,CO
Colorado,"4,180","42,406",2014-01-11,CO
Colorado,"3,399","54,460",2014-01-18,CO
Colorado,"3,604","44,740",2014-01-25,CO
Colorado,"4,385","52,551",2014-02-01,CO
Colorado,"3,143","45,309",2014-02-08,CO
Colorado,"2,810","51,423",2014-02-15,CO
Colorado,"2,642","45,836",2014-02-22,CO
Colorado,"2,868","48,618",2014-03-01,CO
Colorado,"2,547","43,691",2014-03-08,CO
Colorado,"2,445","46,220",2014-03-15,CO
Colorado,"2,465","41,090",2014-03-22,CO
Colorado,"3,224","43,524",2014-03-29,CO
Colorado,"3,270","39,020",2014-04-05,CO
Colorado,"3,011","41,058",2014-04-12,CO
Colorado,"3,028","38,923",2014-04-19,CO
Colorado,"2,919","39,565",2014-04-26,CO
Colorado,"2,684","37,692",2014-05-03,CO
Colorado,"2,675","37,776",2014-05-10,CO
Colorado,"2,781","36,881",2014-05-17,CO
Colorado,"2,506","36,644",2014-05-24,CO
Colorado,"2,946","33,505",2014-05-31,CO
Colorado,"2,485","33,158",2014-06-07,CO
Colorado,"2,231","34,378",2014-06-14,CO
Colorado,"2,168","31,744",2014-06-21,CO
Colorado,"2,373","32,516",2014-06-28,CO
Colorado,"2,916","30,957",2014-07-05,CO
Colorado,"2,354","31,885",2014-07-12,CO
Colorado,"2,313","30,934",2014-07-19,CO
Colorado,"2,393","31,340",2014-07-26,CO
Colorado,"2,500","30,159",2014-08-02,CO
Colorado,"2,072","30,226",2014-08-09,CO
Colorado,"2,182","29,401",2014-08-16,CO
Colorado,"2,285","28,380",2014-08-23,CO
Colorado,"2,091","27,641",2014-08-30,CO
Colorado,"2,301","27,377",2014-09-06,CO
Colorado,"2,205","26,643",2014-09-13,CO
Colorado,"2,134","26,849",2014-09-20,CO
Colorado,"2,923","26,356",2014-09-27,CO
Colorado,"2,963","26,360",2014-10-04,CO
Colorado,"2,752","25,695",2014-10-11,CO
Colorado,"2,531","28,208",2014-10-18,CO
Colorado,"2,699","26,726",2014-10-25,CO
Colorado,"3,156","28,440",2014-11-01,CO
Colorado,"4,287","27,154",2014-11-08,CO
Colorado,"3,665","29,968",2014-11-15,CO
Colorado,"2,533","29,050",2014-11-22,CO
Colorado,"2,964","32,640",2014-11-29,CO
Colorado,"2,949","30,077",2014-12-06,CO
Colorado,"3,345","31,784",2014-12-13,CO
Colorado,"2,236","30,103",2014-12-20,CO
Colorado,"3,689","33,285",2014-12-27,CO
Colorado,"5,071","33,293",2015-01-03,CO
Colorado,"3,769","33,955",2015-01-10,CO
Colorado,"3,115","36,494",2015-01-17,CO
Colorado,"3,200","34,820",2015-01-24,CO
Colorado,"3,291","35,776",2015-01-31,CO
Colorado,"2,834","35,514",2015-02-07,CO
Colorado,"2,763","36,704",2015-02-14,CO
Colorado,"3,627","35,681",2015-02-21,CO
Colorado,"3,475","36,961",2015-02-28,CO
Colorado,"2,584","36,548",2015-03-07,CO
Colorado,"2,441","37,908",2015-03-14,CO
Colorado,"2,394","34,296",2015-03-21,CO
Colorado,"3,075","35,128",2015-03-28,CO
Colorado,"3,324","32,239",2015-04-04,CO
Colorado,"3,200","33,318",2015-04-11,CO
Colorado,"2,960","33,023",2015-04-18,CO
Colorado,"2,737","32,881",2015-04-25,CO
Colorado,"3,039","32,128",2015-05-02,CO
Colorado,"2,600","31,354",2015-05-09,CO
Colorado,"2,982","32,370",2015-05-16,CO
Colorado,"2,409","30,281",2015-05-23,CO
Colorado,"2,778","32,805",2015-05-30,CO
Colorado,"2,336","29,586",2015-06-06,CO
Colorado,"2,221","31,439",2015-06-13,CO
Colorado,"2,057","29,042",2015-06-20,CO
Colorado,"2,146","28,881",2015-06-27,CO
Colorado,"2,897","27,053",2015-07-04,CO
Colorado,"2,250","28,726",2015-07-11,CO
Colorado,"2,092","27,488",2015-07-18,CO
Colorado,"2,094","28,458",2015-07-25,CO
Colorado,"2,242","26,886",2015-08-01,CO
Colorado,"2,072","27,706",2015-08-08,CO
Colorado,"2,164","26,282",2015-08-15,CO
Colorado,"2,259","26,134",2015-08-22,CO
Colorado,"2,575","25,062",2015-08-29,CO
Colorado,"2,063","25,260",2015-09-05,CO
Colorado,"2,174","25,303",2015-09-12,CO
Colorado,"2,206","24,765",2015-09-19,CO
Colorado,"2,834","24,683",2015-09-26,CO
Colorado,"3,022","24,380",2015-10-03,CO
Colorado,"2,654","23,539",2015-10-10,CO
Colorado,"2,725","26,404",2015-10-17,CO
Colorado,"2,637","25,307",2015-10-24,CO
Colorado,"3,168","26,903",2015-10-31,CO
Colorado,"2,893","25,938",2015-11-07,CO
Colorado,"3,883","28,142",2015-11-14,CO
Colorado,"2,616","25,200",2015-11-21,CO
Colorado,"3,918","30,657",2015-11-28,CO
Colorado,"2,978","28,301",2015-12-05,CO
Colorado,"3,767","30,210",2015-12-12,CO
Colorado,"2,495","28,846",2015-12-19,CO
Colorado,"2,807","32,684",2015-12-26,CO
Colorado,"5,031","32,685",2016-01-02,CO
Colorado,"3,595","32,007",2016-01-09,CO
Colorado,"3,131","34,645",2016-01-16,CO
Colorado,"3,069","33,158",2016-01-23,CO
Colorado,"3,347","34,796",2016-01-30,CO
Colorado,"2,828","33,668",2016-02-06,CO
Colorado,"2,548","35,823",2016-02-13,CO
Colorado,"2,665","33,258",2016-02-20,CO
Colorado,"2,766","34,242",2016-02-27,CO
Colorado,"2,131","32,884",2016-03-05,CO
Colorado,"2,463","32,700",2016-03-12,CO
Colorado,"2,387","30,579",2016-03-19,CO
Colorado,"3,012","31,838",2016-03-26,CO
Colorado,"3,204","29,620",2016-04-02,CO
Colorado,"3,206","30,112",2016-04-09,CO
Colorado,"2,951","29,585",2016-04-16,CO
Colorado,"2,560","30,042",2016-04-23,CO
Colorado,"2,694","29,698",2016-04-30,CO
Colorado,"2,275","28,905",2016-05-07,CO
Colorado,"2,578","29,373",2016-05-14,CO
Colorado,"2,563","28,202",2016-05-21,CO
Colorado,"2,408","28,276",2016-05-28,CO
Colorado,"2,711","27,737",2016-06-04,CO
Colorado,"2,208","27,711",2016-06-11,CO
Colorado,"2,087","27,804",2016-06-18,CO
Colorado,"2,338","27,076",2016-06-25,CO
Colorado,"2,254","27,025",2016-07-02,CO
Colorado,"2,199","26,362",2016-07-09,CO
Colorado,"1,897","27,191",2016-07-16,CO
Colorado,"1,925","26,486",2016-07-23,CO
Colorado,"2,257","26,613",2016-07-30,CO
Colorado,"2,063","25,423",2016-08-06,CO
Colorado,"1,991","26,080",2016-08-13,CO
Colorado,"2,011","24,513",2016-08-20,CO
Colorado,"2,072","23,937",2016-08-27,CO
Colorado,"1,956","23,804",2016-09-03,CO
Colorado,"1,916","24,053",2016-09-10,CO
Colorado,"1,954","22,989",2016-09-17,CO
Colorado,"2,209","23,548",2016-09-24,CO
Colorado,"2,809","22,637",2016-10-01,CO
Colorado,"2,263","22,828",2016-10-08,CO
Colorado,"2,463","24,026",2016-10-15,CO
Colorado,"2,349","23,401",2016-10-22,CO
Colorado,"2,713","24,788",2016-10-29,CO
Colorado,"2,059","23,249",2016-11-05,CO
Colorado,"3,454","25,535",2016-11-12,CO
Colorado,"2,703","23,806",2016-11-19,CO
Colorado,"3,334","26,443",2016-11-26,CO
Colorado,"3,819","25,473",2016-12-03,CO
Colorado,"3,001","26,377",2016-12-10,CO
Colorado,"2,853","27,433",2016-12-17,CO
Colorado,"2,688","27,475",2016-12-24,CO
Colorado,"3,833","29,839",2016-12-31,CO
Colorado,"3,546","27,848",2017-01-07,CO
Colorado,"2,863","31,827",2017-01-14,CO
Colorado,"2,589","29,247",2017-01-21,CO
Colorado,"2,586","31,459",2017-01-28,CO
Colorado,"2,403","29,210",2017-02-04,CO
Colorado,"2,130","30,658",2017-02-11,CO
Colorado,"2,037","28,631",2017-02-18,CO
Colorado,"2,190","29,769",2017-02-25,CO
Colorado,"2,164","27,599",2017-03-04,CO
Colorado,"1,813","28,422",2017-03-11,CO
Colorado,"1,849","26,278",2017-03-18,CO
Colorado,"2,275","26,293",2017-03-25,CO
Colorado,"2,833","24,542",2017-04-01,CO
Colorado,"2,238","25,091",2017-04-08,CO
Colorado,"2,341","24,702",2017-04-15,CO
Colorado,"2,307","23,863",2017-04-22,CO
Colorado,"2,217","24,331",2017-04-29,CO
Colorado,"2,009","23,416",2017-05-06,CO
Colorado,"2,135","24,305",2017-05-13,CO
Colorado,"2,107","23,249",2017-05-20,CO
Colorado,"2,021","22,896",2017-05-27,CO
Colorado,"1,915","23,153",2017-06-03,CO
Colorado,"1,928","23,048",2017-06-10,CO
Colorado,"1,581","22,792",2017-06-17,CO
Colorado,"1,921","22,825",2017-06-24,CO
Colorado,"1,829","21,646",2017-07-01,CO
Colorado,"1,807","22,024",2017-07-08,CO
Colorado,"1,730","22,384",2017-07-15,CO
Colorado,"1,652","22,020",2017-07-22,CO
Colorado,"1,923","21,821",2017-07-29,CO
Colorado,"1,719","21,321",2017-08-05,CO
Colorado,"1,711","21,702",2017-08-12,CO
Colorado,"1,579","20,507",2017-08-19,CO
Colorado,"1,700","20,484",2017-08-26,CO
Colorado,"1,530","19,288",2017-09-02,CO
Colorado,"1,613","19,955",2017-09-09,CO
Colorado,"1,609","19,036",2017-09-16,CO
Colorado,"1,891","19,038",2017-09-23,CO
Colorado,"2,291","18,640",2017-09-30,CO
Colorado,"1,904","18,585",2017-10-07,CO
Colorado,"2,027","19,573",2017-10-14,CO
Colorado,"1,936","19,074",2017-10-21,CO
Colorado,"2,197","19,865",2017-10-28,CO
Colorado,"1,972","19,401",2017-11-04,CO
Colorado,"2,438","20,335",2017-11-11,CO
Colorado,"2,073","19,920",2017-11-18,CO
Colorado,"2,384","21,148",2017-11-25,CO
Colorado,"2,763","21,149",2017-12-02,CO
Colorado,"2,487","20,995",2017-12-09,CO
Colorado,"2,887","22,057",2017-12-16,CO
Colorado,"2,242","21,327",2017-12-23,CO
Colorado,"3,095","24,572",2017-12-30,CO
Colorado,"3,012","23,868",2018-01-06,CO
Colorado,"2,565","23,846",2018-01-13,CO
Colorado,"2,366","26,082",2018-01-20,CO
Colorado,"2,268","23,993",2018-01-27,CO
Colorado,"2,126","26,457",2018-02-03,CO
Colorado,"1,870","24,251",2018-02-10,CO
Colorado,"2,020","26,267",2018-02-17,CO
Colorado,"1,933","24,049",2018-02-24,CO
Colorado,"1,753","25,616",2018-03-03,CO
Colorado,"1,572","23,035",2018-03-10,CO
Colorado,"1,561","23,805",2018-03-17,CO
Colorado,"1,691","21,472",2018-03-24,CO
Colorado,"2,148","22,361",2018-03-31,CO
Colorado,"2,191","20,209",2018-04-07,CO
Colorado,"2,324","21,339",2018-04-14,CO
Colorado,"1,755","19,891",2018-04-21,CO
Colorado,"1,899","21,380",2018-04-28,CO
Colorado,"1,776","19,649",2018-05-05,CO
Colorado,"1,771","20,475",2018-05-12,CO
Colorado,"1,857","19,037",2018-05-19,CO
Colorado,"1,904","19,781",2018-05-26,CO
Colorado,"1,926","18,811",2018-06-02,CO
Colorado,"1,745","19,623",2018-06-09,CO
Colorado,"1,612","19,050",2018-06-16,CO
Colorado,"1,653","19,536",2018-06-23,CO
Colorado,"1,764","18,440",2018-06-30,CO
Colorado,"1,690","19,165",2018-07-07,CO
Colorado,"1,606","19,331",2018-07-14,CO
Colorado,"1,611","18,921",2018-07-21,CO
Colorado,"1,560","18,975",2018-07-28,CO
Colorado,"1,494","18,494",2018-08-04,CO
Colorado,"1,555","18,070",2018-08-11,CO
Colorado,"1,557","17,559",2018-08-18,CO
Colorado,"1,529","17,263",2018-08-25,CO
Colorado,"1,550","16,918",2018-09-01,CO
Colorado,"1,545","16,880",2018-09-08,CO
Colorado,"1,605","16,630",2018-09-15,CO
Colorado,"1,514","16,617",2018-09-22,CO
Colorado,"1,944","16,474",2018-09-29,CO
Colorado,"2,206","16,284",2018-10-06,CO
Colorado,"1,963","16,354",2018-10-13,CO
Colorado,"1,873","17,294",2018-10-20,CO
Colorado,"1,930","16,808",2018-10-27,CO
Colorado,"2,230","17,489",2018-11-03,CO
Colorado,"2,228","17,188",2018-11-10,CO
